Tennessee,Raven,1,52880
Sudan,Sawshark,2,60511
Uzbekista,Hornet,3,66750
Nigeria,Mouse,4,53078
Thailand,Gerbil,5,15746
Tennessee,Louse,6,2481
Luxembour,Baboon,7,84511
Luxembour,Partridge,8,58897
Nigeria,Skunk,9,67715
Turkey,Carcharhi,10,5317
Luxembour,Donkey,11,25847
Barbados,Alligator,12,88419
Malta,Gerbil,13,27460
Lithuania,Squalifor,14,16092
Minnesota,Triakis,15,40918
South_Car,Giant_Pan,16,88514
Taiwan,Rhizoprio,17,18877
TRINIDAD_,Cheetah,18,10799
Colombia,Carcharhi,19,79818
Ghana,Zebra,20,36965
Nauru,Gerbil,21,97823
Mississip,Baboon,22,32427
Ukraine,Lamna,23,38100
CZECH_REP,Fish,24,95630
DOMINICAN,Hemiscyll,25,51745
EQUATORIA,Pelican,26,81035
Mozambiqu,Columbida,27,72355
Michigan,Mouse,28,95734
Lithuania,Giraffe,29,13942
Thailand,Sawshark,30,43841
Arizona,Triakis,31,51536
Monaco,Camel,32,78040
DOMINICAN,Lion,33,3980
Florida,Donkey,34,64825
Michigan,Parascyll,35,32249
Namibia,Parmaturu,36,79869
Nebraska,Pinniped,37,12466
Zimbabwe,Manatee,38,83586
Croatia,Goose,39,53911
Zimbabwe,Quail,40,42622
Maryland,Pristioph,41,86720
Hawaii,Alligator,42,77469
Massachus,Giraffe,43,21035
DOMINICAN,Goldfinch,44,13490
Tonga,Parascyll,45,88448
South_Car,Carcharhi,46,49395
Californi,Gerbil,47,84523
Virginia,Apristuru,48,90170
Washingto,Ostrich,49,48594
Washingto,Fish,50,21782
Florida,Hamster,51,65967
Jordan,Dolphin,52,91691
Wisconsin,Jackal,53,53779
Ireland,Fish,54,39431
Wisconsin,Ostrich,55,51229
Latvia,Isogompho,56,62950
Japan,Poroderma,57,86266
Uruguay,Moose,58,75769
Arizona,Mallard,59,69976
Sudan,Donkey,60,6598
CZECH_REP,Chamois,61,48621
Thailand,Flamingo,62,86459
Nepal,Chiloscyl,63,94112
Massachus,Jackal,64,34000
Alabama,Snipe,65,62811
EL_SALVAD,Cobra,66,72983
Serbia,Sphyrna_l,67,93583
New_Jerse,Cormorant,68,92387
Zimbabwe,American_,69,40469
CZECH_REP,Donkey,70,95306
Kiribati,Scoliodon,71,39356
Thailand,Pelican,72,73755
Nauru,Dolphin,73,35884
Tennessee,Whale_Sha,74,78461
Nigeria,Black_pan,75,80438
Nebraska,Camel,76,51591
Finland,Alligator,77,35185
Malaysia,Hamster,78,50374
Massachus,Pelican,79,39422
Michigan,Polecat,80,58652
Michigan,Goldfinch,81,50823
Serbia,Magpie,82,98847
CZECH_REP,Squalifor,83,25334
Namibia,Cormorant,84,70412
Alabama,Prionace,85,29492
Nauru,Flamingo,86,14272
Uzbekista,Crow,87,35570
Nepal,Parascyll,88,88700
Maryland,Bullhead_,89,7032
Netherlan,Wombat,90,22923
Taiwan,Poroderma,91,50614
North_Car,Jackal,92,14766
Nepal,Dogfish,93,7970
Lithuania,Pony,94,2990
Michigan,Pelican,95,95748
Wisconsin,Human,96,85475
Minnesota,Skunk,97,65317
Australia,Mallard,98,57013
Sweden,Sawshark,99,81431
Jordan,Fish,100,11924
Tunisia,Quail,101,71471
Slovakia,Cobra,102,7074
South_Car,Hemitriak,103,48444
Rhode_Isl,Sheep,104,56302
Slovakia,Fox,105,92207
Romania,Chiloscyl,106,63267
EQUATORIA,Pelican,107,84203
Switzerla,Mallard,108,82890
Texas,Jackal,109,56602
Maine,Lion,110,5937
Kiribati,Dogfish,111,60573
Californi,Orectolob,112,79620
WESTERN_S,Moose,113,38923
Malaysia,Isurus,114,87478
Mississip,Orectolob,115,35222
Tonga,Badger,116,34030
Massachus,Magpie,117,88127
Serbia,Moose,118,59951
Oregon,Jackal,119,69040
Latvia,Rhizoprio,120,59097
Ethiopia,Hamster,121,99106
Pennsylva,Pygmy_Sha,122,57741
Netherlan,Jackal,123,9000
Grenada,Hemiscyll,124,491
Romania,Camel,125,14352
Maryland,Beaver,126,55513
Romania,Negaprion,127,23324
Tanzania,Donkey,128,40630
Zambia,Dolphin,129,63806
Vatican_C,Lamniform,130,72185
Slovenia,Hornet,131,20028
DOMINICAN,Sheep,132,40803
DOMINICAN,Quail,133,82738
Washingto,Human,134,70947
Singapore,Beaver,135,65966
Malawi,Pygmy_Sha,136,19983
Finland,Hyena,137,7202
Zambia,Quail,138,72299
Mozambiqu,Donkey,139,49925
Texas,Apristuru,140,47759
DOMINICAN,Parascyll,141,75156
Australia,Triaenodo,142,65704
Tunisia,Alligator,143,27620
