Singapore,Moose,20001,50978
EQUATORIA,Sawshark,20002,36961
Pennsylva,Reindeer,20003,97278
Tunisia,Columbida,20004,87989
Zambia,Heron,20005,88341
North_Car,Hyena,20006,92043
Saudi_Ara,Cobra,20007,50395
Illinois,Nightinga,20008,68527
Malawi,Cirrhoscy,20009,75035
Texas,American_,20010,94135
Italy,Louse,20011,13824
Michigan,Crow,20012,94023
Jordan,Hemiscyll,20013,58652
South_Car,Hyena,20014,2166
Nebraska,Isogompho,20015,1013
Madagasca,Raven,20016,87066
Ireland,Manatee,20017,59334
Australia,Magpie,20018,65071
Barbados,American_,20019,34436
NEW_ZEALA,Squalifor,20020,21814
Missouri,Carcharhi,20021,3707
Spain,Apristuru,20022,30909
Grenada,Louse,20023,53278
France,Pinniped,20024,44237
Ghana,Hawk,20025,93639
EQUATORIA,Crow,20026,96699
Maryland,Reindeer,20027,74036
Zambia,Louse,20028,51976
Ukraine,Wombat,20029,30164
Maryland,Zebra,20030,86330
Monaco,Fish,20031,12009
Denmark,Fish,20032,69406
Louisiana,Pelican,20033,61101
TRINIDAD_,Reindeer,20034,20966
Switzerla,Rhinocero,20035,98061
Namibia,Dolphin,20036,67462
Ghana,Whale_Sha,20037,68279
New_Jerse,Hawk,20038,66229
Rhode_Isl,Prionace,20039,17524
Jordan,Sphyrna_l,20040,89857
Grenada,Donkey,20041,52108
Ecuador,Prionace,20042,67379
Uganda,Ostrich,20043,43706
Louisiana,Lamna,20044,41528
Minnesota,Black_pan,20045,13435
Thailand,Guanaco,20046,92851
Luxembour,Swan,20047,34486
Uruguay,Poroderma,20048,38258
Nebraska,Zebra,20049,41362
Minnesota,Mouse,20050,33697
Australia,Gerbil,20051,99710
Namibia,Pelican,20052,99058
Italy,Rhinocero,20053,2514
Cyprus,Guanaco,20054,64875
Malta,Hyena,20055,75698
Nepal,Pristioph,20056,73143
EL_SALVAD,Prionace_,20057,45044
Wyoming,Sawshark,20058,5690
Sudan,Skunk,20059,71446
EQUATORIA,Badger,20060,40061
NEW_ZEALA,Lion,20061,35860
Samoa,Otter,20062,74460
Tanzania,Hornet,20063,58247
Hawaii,Giraffe,20064,96513
Tunisia,Chiloscyl,20065,33758
Finland,Triaenodo,20066,39924
Kiribati,Polecat,20067,52409
Ireland,Bison,20068,51528
Missouri,Angel_sha,20069,96368
Malaysia,Pinniped,20070,12170
Californi,Guanaco,20071,29287
Greece,Guanaco,20072,6063
Tunisia,Fox,20073,29106
Netherlan,Badger,20074,43490
Dominica,Coyote,20075,58745
Virginia,Cormorant,20076,73341
Ecuador,Guanaco,20077,2936
Illinois,Gerbil,20078,60394
Slovenia,Polecat,20079,23190
Kiribati,Dogfish,20080,51484
Georgia,Polecat,20081,62580
COSTA_RIC,Anatidae,20082,37293
Nigeria,Quail,20083,55775
Sudan,Hawk,20084,11651
Michigan,Guanaco,20085,97348
Barbados,Hemiscyll,20086,73969
CZECH_REP,Crow,20087,26131
Barbados,Goose,20088,25516
Morocco,Sphyrna_l,20089,35107
Greece,Donkey,20090,14799
Zambia,Swan,20091,75483
EL_SALVAD,Dogfish,20092,16481
DOMINICAN,Snipe,20093,22751
Nepal,Chamois,20094,28065
Ethiopia,Cirrhoscy,20095,4049
MARSHALL_,Isurus,20096,95424
COSTA_RIC,Badger,20097,91725
Massachus,Rhizoprio,20098,82422
South_Car,Cirrhoscy,20099,3389
Arizona,Pinniped,20100,71786
Croatia,Dolphin,20101,54121
Ghana,Skunk,20102,81188
Barbados,Hornet,20103,49750
Guatemala,Gerbil,20104,19683
Louisiana,Cobra,20105,1549
Minnesota,Whale_Sha,20106,66979
Spain,Cobra,20107,55918
Grenada,Donkey,20108,51431
Madagasca,Lamniform,20109,14594
Sweden,Carcharhi,20110,54863
Denmark,Chiloscyl,20111,61730
Taiwan,Raven,20112,25269
TRINIDAD_,Hyena,20113,99239
Singapore,Goldfinch,20114,15101
Croatia,Snipe,20115,81671
Maryland,Wren,20116,15034
Zambia,Gazelle,20117,76465
Zambia,Cormorant,20118,2197
WESTERN_S,Moose,20119,87410
Tonga,Pinniped,20120,4659
Cyprus,Lamna,20121,31957
Massachus,Prionace_,20122,86977
New_Mexic,Polecat,20123,44736
Namibia,Prionace_,20124,82646
Tunisia,Hornet,20125,96295
WESTERN_S,Cheetah,20126,55839
Ethiopia,Moose,20127,1351
Madagasca,Zebra,20128,18983
Georgia,Bison,20129,78458
Cyprus,Carcharhi,20130,85816
Massachus,Snipe,20131,15686
Morocco,Alligator,20132,23385
Dominica,Pelican,20133,60657
Texas,Snipe,20134,68354
Jordan,Cheetah,20135,91894
Malta,Jaguar,20136,43953
Grenada,Scoliodon,20137,23743
NEW_ZEALA,Hyena,20138,13414
Dominica,Apristuru,20139,56692
MARSHALL_,Cheetah,20140,80314
Ecuador,Sheep,20141,55677
Pennsylva,Hornet,20142,14719
NEW_ZEALA,Gorilla,20143,97058
Malawi,Raven,20144,64019
Minnesota,Ram,20145,87345
Alabama,Zebra,20146,3420
Singapore,Prionace_,20147,88958
Californi,Human,20148,51197
TRINIDAD_,Badger,20149,68736
Malta,Pinniped,20150,74466
Mississip,Hornet,20151,31813
Grenada,Angel_sha,20152,3321
Arizona,Reindeer,20153,65685
Illinois,Carcharhi,20154,74346
COSTA_RIC,Negaprion,20155,2847
Nepal,Heron,20156,4459
Madagasca,Moose,20157,37199
Kiribati,Gorilla,20158,17627
Vatican_C,Chamois,20159,1756
Sweden,Scoliodon,20160,55235
Washingto,Heron,20161,66407
Tonga,Isurus,20162,96267
Luxembour,Anatidae,20163,43177
Greece,Triaenodo,20164,39359
CZECH_REP,Sphyrna_l,20165,33913
Slovenia,Baboon,20166,10705
Romania,Chiloscyl,20167,73650
Zimbabwe,Crow,20168,2507
Florida,Whale_Sha,20169,30417
Florida,Pony,20170,90984
Cyprus,Squalifor,20171,77695
Taiwan,Swan,20172,30568
DOMINICAN,Otter,20173,80231
Greece,Magpie,20174,42496
Saudi_Ara,Dogfish,20175,96828
Oregon,Carcharhi,20176,42109
Samoa,Jackal,20177,67974
Sweden,Pristioph,20178,58296
Virginia,Heron,20179,27599
Lithuania,Wombat,20180,52677
DOMINICAN,Magpie,20181,56975
Illinois,Wren,20182,93577
Rhode_Isl,Ostrich,20183,94241
Samoa,Coccinell,20184,86757
Grenada,Pygmy_Sha,20185,83576
Namibia,Cormorant,20186,49593
Slovenia,Bison,20187,11185
Georgia,Chamois,20188,97712
Nauru,Polecat,20189,90032
Malta,Goose,20190,58448
Jordan,Quail,20191,7171
Tanzania,Negaprion,20192,93655
Japan,Lamna,20193,47262
North_Car,Columbida,20194,23132
Croatia,Anatidae,20195,43564
DOMINICAN,Coccinell,20196,75252
Australia,Triaenodo,20197,37118
Barbados,Heron,20198,90824
Samoa,Sawshark,20199,92862
Japan,Scoliodon,20200,87987
Barbados,Poroderma,20201,46504
New_Mexic,Orectolob,20202,68457
Nepal,Fish,20203,31718
Malta,Whale_Sha,20204,40596
Grenada,Columbida,20205,87869
MARSHALL_,Wombat,20206,1586
Mozambiqu,Prionace_,20207,43726
Illinois,Rhizoprio,20208,73586
Luxembour,Mule,20209,83159
Samoa,Quail,20210,27811
Florida,Heron,20211,89241
Slovenia,Coccinell,20212,80299
Lithuania,Skunk,20213,41256
Australia,Angel_sha,20214,51202
Malta,Louse,20215,24590
Wisconsin,Hemiscyll,20216,12679
Japan,Partridge,20217,97610
Barbados,Poroderma,20218,30941
NEW_ZEALA,Angel_sha,20219,88291
Taiwan,Otter,20220,5950
Croatia,Beaver,20221,80545
North_Car,Crow,20222,15939
Georgia,Camel,20223,39915
Wyoming,Cormorant,20224,13670
Tanzania,Alligator,20225,56352
Greece,Heron,20226,38345
Ecuador,Nightinga,20227,64585
MARSHALL_,Ostrich,20228,51067
NEW_ZEALA,Pony,20229,71340
Greece,Goldfinch,20230,15194
Italy,Reindeer,20231,21975
Wyoming,Orectolob,20232,47271
Tonga,Guanaco,20233,93219
Dominica,Bullhead_,20234,28808
Sweden,Lamna,20235,23745
Oregon,Partridge,20236,36582
Serbia,Peafowl,20237,64484
Luxembour,Hornet,20238,34528
Latvia,Mallard,20239,81241
EL_SALVAD,Pony,20240,8028
Switzerla,Chamois,20241,86312
Michigan,Ostrich,20242,74961
Tanzania,Giant_Pan,20243,68934
Dominica,Jackal,20244,8328
EQUATORIA,Ostrich,20245,24701
Samoa,Prionace,20246,83875
Tunisia,Polecat,20247,2625
Mozambiqu,Beaver,20248,41421
Guatemala,Donkey,20249,71941
Nepal,Baboon,20250,70810
Georgia,Sphyrna_l,20251,1230
Serbia,Lamna,20252,8212
Tennessee,Pygmy_Sha,20253,18369
Spain,Louse,20254,84221
CZECH_REP,Jackal,20255,36621
Tonga,Polecat,20256,26258
Switzerla,Cobra,20257,75119
Tennessee,Moose,20258,96307
Maine,Badger,20259,90530
NEW_ZEALA,Skunk,20260,14541
Californi,Human,20261,80703
Zambia,Hawk,20262,63816
Colombia,Bison,20263,33506
Ukraine,Hawk,20264,99578
Uruguay,Cobra,20265,37568
Hawaii,Rhinocero,20266,71894
Kiribati,Partridge,20267,55357
New_Jerse,Lamniform,20268,7736
EL_SALVAD,Carcharhi,20269,70265
Illinois,Isurus,20270,56445
DOMINICAN,Crow,20271,66625
Ecuador,Snipe,20272,96510
Namibia,Goldfinch,20273,31854
Ecuador,Parascyll,20274,39495
Minnesota,Echinorhi,20275,71011
Slovenia,Guanaco,20276,39392
Japan,Pristioph,20277,26448
Monaco,Cormorant,20278,26699
Grenada,Anatidae,20279,56086
Denmark,Isogompho,20280,59436
Massachus,Reindeer,20281,11700
Monaco,Zebra,20282,92899
Californi,Badger,20283,37415
Netherlan,Hemitriak,20284,99676
France,Anatidae,20285,80372
New_Jerse,Cormorant,20286,9768
Georgia,Zebra,20287,59868
Wyoming,Louse,20288,11114
Monaco,Jackal,20289,45415
Maine,Isurus,20290,70148
Croatia,Cobra,20291,55681
Denmark,Fox,20292,78349
Canada,Swallow,20293,74569
Romania,Sphyrna_l,20294,7398
Uzbekista,Parmaturu,20295,62113
Mississip,Reindeer,20296,43010
Slovenia,Chiloscyl,20297,36454
WESTERN_S,Camel,20298,50822
Sudan,Rhinocero,20299,87385
Massachus,Quail,20300,37883
Latvia,Carcharhi,20301,43473
Ghana,Isogompho,20302,74470
Slovenia,Chamois,20303,51302
Cyprus,Beaver,20304,1487
Kiribati,Gerbil,20305,9692
Madagasca,Sheep,20306,60570
South_Car,Manatee,20307,84876
New_Jerse,Goldfinch,20308,69467
Barbados,Poroderma,20309,38707
Nauru,Sheep,20310,3941
Michigan,Scoliodon,20311,47766
Ireland,Peafowl,20312,22195
EQUATORIA,Otter,20313,89143
Alabama,Giraffe,20314,2599
Mississip,Dogfish,20315,93471
MARSHALL_,Prionace_,20316,71488
Italy,Chiloscyl,20317,19134
Serbia,Cirrhoscy,20318,99638
